Key,spanish
perkArchery2,"Los arcos y las ballestas tienen un [decea3]10%[-] máx de daño, puntería, velocidad de extracción y recarga."
perkArchery3,"Los arcos y las ballestas tienen un [decea3]15%[-] máx de daño, puntería, velocidad de extracción y recarga."
perkArchery4,"Los arcos y las ballestas tienen un [decea3]20%[-] máx de daño, puntería, velocidad de extracción y recarga."
perkArchery5,"Los arcos y las ballestas tienen un [decea3]25%[-] máx de daño, puntería, velocidad de extracción y recarga."
perkJavelinMaster1,"Las lanzas y jabalinas infligen un [decea3]5%[-] más de daño y se lanzan con un [decea3]5%[-] más de fuerza."
perkJavelinMaster2,"Las lanzas y jabalinas infligen un [decea3]10%[-] más de daño y se lanzan con un [decea3]10%[-] más de fuerza"
perkJavelinMaster3,"Las lanzas y jabalinas infligen un [decea3]15%[-] más de daño y se lanzan con un [decea3]15%[-] más de fuerza"
perkJavelinMaster4,"Las lanzas y jabalinas infligen un [decea3]20%[-] más de daño y se lanzan con un [decea3]20%[-] más de fuerza"
perkJavelinMaster5,"Las lanzas y jabalinas infligen un [decea3]15%[-] más de daño y se lanzan con un [decea3]15%[-] más de fuerza"
perkLockPicking1,"[decea3]+25[-] al forzado de cerraduras\nLos pasadores y ganzúas tienen [decea3]20%[-] más de durabilidad"
perkLockPicking2,"[decea3]+50[-] al forzado de cerraduras\nLos pasadores y ganzúas tienen [decea3]40%[-] más de durabilidad"
perkLockPicking3,"[decea3]+75[-] al forzado de cerraduras\nLos pasadores y ganzúas tienen [decea3]60%[-] más de durabilidad"
perkLockPicking4,"[decea3]+100[-] al forzado de cerraduras\nLos pasadores y ganzúas tienen [decea3]80%[-] más de durabilidad"
perkTheHuntsman1,"Las herramientas o armas de hoja cosechan [decea3]10%[-] más recursos de los cadáveres de animales"
perkTheHuntsman2,"Las herramientas o armas de hoja cosechan [decea3]20%[-] más recursos de los cadáveres de animales"
perkTheHuntsman3,"Las herramientas o armas de hoja cosechan [decea3]30%[-] más recursos de los cadáveres de animales"
perkTheHuntsman4,"Las herramientas o armas de hoja cosechan [decea3]40%[-] más recursos de los cadáveres de animales"
perkTheHuntsman5,"Las herramientas o armas de hoja cosechan [decea3]50%[-] más recursos de los cadáveres de animales"
attActionSkillsDesc,"Las habilidades de acción suben de nivel de forma pasiva al realizar diversas tareas\n\nDiferentes tareas harán subir de nivel diferentes habilidades de acción, por ejemplo, si usas un arma determinada, realizas una actividad física, etc.\n\nSelecciona cualquiera de las habilidades de acción para ver el progreso actual de la habilidad."
actionPerkDesc,"[decea3]Habilidad de acción[-]: El nivel aumenta por sí mismo al realizar una determinada tarea o al encontrar y leer un libro de habilidad especial asociado a la habilidad.\n\n"
actionPerkSniperRifles,"Rifles de francotirador"
actionPerkSniperRifles1,"Daño, puntería, desmembramiento [decea3]+5%[-]\nDisparo en la cabeza: [decea3]+10%[-]\nVelocidad de recarga [decea3]+2%[-]\n[decea3]Desbloquea la fabricación de munición de punta hueca de 7,92 mm[-]"
actionPerkSniperRifles2,"Daño, puntería, desmembramiento [decea3]+10%[-]\nDisparo en la cabeza: [decea3]+20%[-]\nVelocidad de recarga [decea3]+4%[-]\n[decea3]Desbloquea la fabricación de la munición perforante de 7,92 mm[-]"
actionPerkSniperRifles3,"Daño, puntería, desmembramiento [decea3]+15%[-]\nDisparo en la cabeza: [decea3]+30%[-]\nVelocidad de recarga [decea3]+6%[-]"
actionPerkSniperRifles4,"Daño, puntería, desmembramiento [decea3]+20%[-]\nDisparo en la cabeza: [decea3]+40%[-]\nVelocidad de recarga [decea3]+8%[-]"
actionPerkSniperRifles5,"Daño, puntería, desmembramiento [decea3]+25%[-]\nDisparo en la cabeza: [decea3]+50%[-]\nVelocidad de recarga [decea3]+10%[-]"
actionPerkArchery,"Arcos y ballestas"
actionPerkArchery1,"Daño, puntería, desmembramiento [decea3]+5%[-]\nDisparo en la cabeza: [decea3]+10%[-]\nVelocidad de recarga y desenfundado [decea3]+5%[-]"
actionPerkArchery2,"Daño, puntería, desmembramiento [decea3]+10%[-]\nDisparo en la cabeza: [decea3]+20%[-]\nVelocidad de recarga y desenfundado [decea3]+10%[-]"
actionPerkArchery3,"Daño, puntería, desmembramiento [decea3]+15%[-]\nDisparo en la cabeza: [decea3]+30%[-]\nVelocidad de recarga y desenfundado [decea3]+15%[-]"
actionPerkArchery4,"Daño, puntería, desmembramiento [decea3]+20%[-]\nDisparo en la cabeza: [decea3]+40%[-]\nVelocidad de recarga y desenfundado [decea3]+20%[-]"
actionPerkArchery5,"Daño, puntería, desmembramiento [decea3]+25%[-]\nDisparo en la cabeza: [decea3]+50%[-]\nVelocidad de recarga y desenfundado [decea3]+25%[-]"
actionPerkSpears,"Lanzas"
actionPerkSpears1,"Daño, desmembramiento [decea3]+5%[-]\nFuerza de lanzamiento [decea3]+5%[-]\nDisparo en la cabeza: [decea3]+10%[-]"
actionPerkSpears2,"Daño, desmembramiento [decea3]+10%[-]\nFuerza de lanzamiento [decea3]+10%[-]\nDisparo en la cabeza: [decea3]+20%[-]"
actionPerkSpears3,"Daño, desmembramiento [decea3]+15%[-]\nFuerza de lanzamiento [decea3]+15%[-]\nDisparo en la cabeza: [decea3]+30%[-]"
actionPerkSpears4,"Daño, desmembramiento [decea3]+20%[-]\nFuerza de lanzamiento [decea3]+20%[-]\nDisparo en la cabeza: [decea3]+40%[-]"
actionPerkSpears5,"Daño, desmembramiento [decea3]+25%[-]\nFuerza de lanzamiento [decea3]+25%[-]\nDisparo en la cabeza: [decea3]+50%[-]"
actionPerkLockPicking,"Forzado de cerraduras"
actionPerkLockpickingDesc,"Mejora tu habilidad para abrir cerraduras, aumentando la velocidad a la que puedes abrir una cerradura hasta un [decea3]50%[-]. Abre cerraduras con ganzúas para mejorar esta habilidad."
actionPerkLockPicking1,"[decea3]+20[-] al forzado de cerraduras\nLas ganzúas y las horquillas tienen un [decea3]20%[-] más de durabilidad"
actionPerkLockPicking2,"[decea3]+40[-] al forzado de cerraduras\nLas ganzúas y las horquillas tienen un [decea3]40%[-] más de durabilidad"
actionPerkLockPicking3,"[decea3]+60[-] al forzado de cerraduras\nLas ganzúas y las horquillas tienen un [decea3]60%[-] más de durabilidad"
actionPerkLockPicking4,"[decea3]+80[-] al forzado de cerraduras\nLas ganzúas y las horquillas tienen un [decea3]80%[-] más de durabilidad"
actionPerkLockPicking5,"[decea3]+100[-] al forzado de cerraduras\nLas ganzúas y las horquillas tienen un [decea3]100%[-] más de durabilidad"
actionPerkLooting,"Saqueo"
actionPerkLooting1,"Tiempo de saqueo [decea3]-10%[-]\nEtapa del juego del botín [decea3]+5%[-]"
actionPerkLooting2,"Tiempo de saqueo [decea3]-20%[-]\nEtapa del juego del botín [decea3]+10%[-]"
actionPerkLooting3,"Tiempo de saqueo [decea3]-30%[-]\nEtapa del juego del botín [decea3]+15%[-]"
actionPerkLooting4,"Tiempo de saqueo [decea3]-40%[-]\nEtapa del juego del botín [decea3]+20%[-]"
actionPerkLooting5,"Tiempo de saqueo [decea3]-50%[-]\nEtapa del juego del botín [decea3]+25%[-]"
actionPerkButcher,"Cosecha de animales"
actionPerkButcher1,"Cosecha de animales"
actionPerkButcher2,"Recursos de cadáveres de animales [decea3]+20%[-]"
actionPerkButcher3,"Recursos de cadáveres de animales [decea3]+30%[-]"
actionPerkButcher4,"Recursos de cadáveres de animales [decea3]+40%[-]"
actionPerkButcher5,"Recursos de cadáveres de animales [decea3]+50%[-]"
attStrengthName,"Fuerza"
attStrengthDesc,"Domina las habilidades de [decea3]Fuerza[-] más rápido, mejora el daño de los disparos a la cabeza y la probabilidad de desmembramiento para: [decea3]Ametralladoras[-], [decea3]Garrotes[-] y [decea3]Mazos[-]"
attStrengthDesc01,"EXP en la habilidad: [decea3]+10%[-]\nDisparo en la cabeza: [decea3]+5%[-]\nProbabilidad de desmembramiento: [decea3]+2.5%[-]"
attStrengthDesc02,"EXP en la habilidad: [decea3]+20%[-]\nDisparo en la cabeza: [decea3]+10%[-]\nProbabilidad de desmembramiento: [decea3]+5%[-]"
attStrengthDesc03,"EXP en la habilidad: [decea3]+30%[-]\nDisparo en la cabeza: [decea3]+15%[-]\nProbabilidad de desmembramiento: [decea3]+7.5%[-]"
attStrengthDesc04,"EXP en la habilidad: [decea3]+40%[-]\nDisparo en la cabeza: [decea3]+20%[-]\nProbabilidad de desmembramiento: [decea3]+10%[-]"
attStrengthDesc05,"EXP en la habilidad: [decea3]+50%[-]\nDisparo en la cabeza: [decea3]+25%[-]\nProbabilidad de desmembramiento: [decea3]+12.5%[-]"
attStrengthDesc06,"EXP en la habilidad: [decea3]+60%[-]\nDisparo en la cabeza: [decea3]+30%[-]\nProbabilidad de desmembramiento: [decea3]+15%[-]"
attStrengthDesc07,"EXP en la habilidad: [decea3]+70%[-]\nDisparo en la cabeza: [decea3]+35%[-]\nProbabilidad de desmembramiento: [decea3]+17.5%[-]"
attStrengthDesc08,"EXP en la habilidad: [decea3]+80%[-]\nDisparo en la cabeza: [decea3]+40%[-]\nProbabilidad de desmembramiento: [decea3]+20%[-]"
attStrengthDesc09,"EXP en la habilidad: [decea3]+90%[-]\nDisparo en la cabeza: [decea3]+45%[-]\nProbabilidad de desmembramiento: [decea3]+22.5%[-]"
attStrengthDesc10,"EXP en la habilidad: [decea3]+100%[-]\nDisparo en la cabeza: [decea3]+50%[-]\nProbabilidad de desmembramiento: [decea3]+25%[-]"
skillStrengthGeneralName,"Músculo"
skillStrengthConstructionName,"Minería"
perkMachineGunner1,"Las ametralladoras tienen más daño, cadencia de fuego y recargan más rápido en un [decea3]5%[-]"
perkMachineGunner2,"Las ametralladoras tienen más daño, cadencia de fuego y recargan más rápido en un [decea3]10%[-]"
perkMachineGunner3,"Las ametralladoras tienen más daño, cadencia de fuego y recargan más rápido en un [decea3]15%[-]\n\n[decea3]Adrenalina de comando:[-]\n  [decea3]+2[-] de resistencia en cada disparo exitoso."
perkMachineGunner4,"Las ametralladoras tienen más daño, cadencia de fuego y recargan más rápido en un [decea3]20%[-]\n\n[decea3]Adrenalina de comando:[-]\n  [decea3]+4[-] de resistencia en cada disparo exitoso."
perkMachineGunner5,"Las ametralladoras tienen más daño, cadencia de fuego y recargan más rápido en un [decea3]25%[-]\n\n[decea3]Adrenalina de comando:[-]\n  [decea3]+6[-] de resistencia en cada disparo exitoso."
perkPummelPete1,"Los garrotes infligen un [decea3]5%[-] más de daño, un [decea3]10%[-] de daño extra a los aturdidos y los ataques de poder tienen un [decea3]10%[-] de probabilidad de derribar a los enemigos."
perkPummelPete2,"Los garrotes infligen un [decea3]10%[-] más de daño, un [decea3]20%[-] de daño extra a los aturdidos y los ataques de poder tienen un [decea3]20%[-] de probabilidad de derribar a los enemigos."
perkPummelPete3,"Los garrotes infligen un [decea3]15%[-] más de daño, un [decea3]30%[-] de daño extra a los aturdidos y los ataques de poder tienen un [decea3]30%[-] de probabilidad de derribar a los enemigos. Cada [decea3]5º[-] golpe sucesivo inflige un 100% de daño extra"
perkPummelPete4,"Los garrotes infligen un [decea3]20%[-] más de daño, un [decea3]40%[-] de daño extra a los aturdidos y los ataques de poder tienen un [decea3]40%[-] de probabilidad de derribar a los enemigos. Cada [decea3]4º[-] golpe sucesivo inflige un 100% de daño extra"
perkPummelPete5,"Los garrotes infligen un [decea3]25%[-] más de daño, un [decea3]50%[-] de daño extra a los aturdidos y los ataques de poder tienen un [decea3]50%[-] de probabilidad de derribar a los enemigos. Cada [decea3]3º[-] golpe sucesivo inflige un 100% de daño extra"
perkSkullCrusher1,"Los mazos infligen un [decea3]5%[-] más de daño. Los ataques potentes tienen un [decea3]10%[-] de probabilidad de derribar a los enemigos"
perkSkullCrusher2,"Los mazos infligen un [decea3]10%[-] más de daño. Los ataques potentes tienen un [decea3]20%[-] de probabilidad de derribar a los enemigos."
perkSkullCrusher3,"Los mazos infligen un [decea3]15%[-] más de daño. Los ataques potentes tienen un [decea3]30%[-] de probabilidad de derribar a los enemigos y un [decea3]10%[-] de probabilidad de derribar a los enemigos cercanos."
perkSkullCrusher4,"Los mazos infligen un [decea3]20%[-] más de daño. Los ataques potentes tienen un [decea3]40%[-] de probabilidad de derribar a los enemigos y un [decea3]20%[-] de probabilidad de derribar a los enemigos cercanos."
perkSkullCrusher5,"Los mazos infligen un [decea3]25%[-] más de daño. Los ataques potentes tienen un [decea3]50%[-] de probabilidad de derribar a los enemigos y un [decea3]30%[-] de probabilidad de derribar a los enemigos cercanos."
perkMiner69r1,"Las hachas, picos, motosierras, barrenas y otras herramientas mineras infligen un[decea3]10%[-] más de daño."
perkMiner69r2,"Las hachas, picos, motosierras, barrenas y otras herramientas mineras infligen un[decea3]20%[-] más de daño."
perkMiner69r3,"Las hachas, picos, motosierras, barrenas y otras herramientas mineras infligen un[decea3]30%[-] más de daño."
perkMiner69r4,"Las hachas, picos, motosierras, barrenas y otras herramientas mineras infligen un[decea3]40%[-] más de daño."
perkMiner69r5,"Las hachas, picos, motosierras, barrenas y otras herramientas mineras infligen un[decea3]50%[-] más de daño."
perkMotherLode1,"Las hachas, picos, motosierras, barrenas y otras herramientas mineras cosechan un [decea3]10%[-] más de mineral, piedra, bloques de terreno y árboles."
perkMotherLode2,"Las hachas, picos, motosierras, barrenas y otras herramientas mineras cosechan un [decea3]20%[-] más de mineral, piedra, bloques de terreno y árboles."
perkMotherLode3,"Las hachas, picos, motosierras, barrenas y otras herramientas mineras cosechan un [decea3]30%[-] más de mineral, piedra, bloques de terreno y árboles."
perkMotherLode4,"Las hachas, picos, motosierras, barrenas y otras herramientas mineras cosechan un [decea3]40%[-] más de mineral, piedra, bloques de terreno y árboles."
perkMotherLode5,"Las hachas, picos, motosierras, barrenas y otras herramientas mineras cosechan un [decea3]50%[-] más de mineral, piedra, bloques de terreno y árboles."
perkPackMule1,"Aumenta la capacidad de carga de tu mochila en [decea3]20[-] unidades."
perkPackMule2,"Aumenta la capacidad de carga de tu mochila en [decea3]40[-] unidades."
perkPackMule3,"Aumenta la capacidad de carga de tu mochila en [decea3]60[-] unidades."
perkPackMule4,"Aumenta la capacidad de carga de tu mochila en [decea3]80[-] unidades."
perkPackMule5,"Aumenta la capacidad de carga de tu mochila en [decea3]100[-] unidades."
actionPerkStrength,"Levantamiento de peso"
actionPerkStrength1,"Aumenta la capacidad de carga de tu mochila en [decea3]20[-] unidades."
actionPerkStrength2,"Aumenta la capacidad de carga de tu mochila en [decea3]40[-] unidades."
actionPerkStrength3,"Aumenta la capacidad de carga de tu mochila en [decea3]60[-] unidades."
actionPerkStrength4,"Aumenta la capacidad de carga de tu mochila en [decea3]80[-] unidades."
actionPerkStrength5,"Aumenta la capacidad de carga de tu mochila en [decea3]100[-] unidades."
actionPerkAssaultRifles,"Ametralladoras"
actionPerkAssaultRifles1,"Daño, puntería, desmembramiento [decea3]+5%[-]\nDisparo en la cabeza: [decea3]+10%[-]\nVelocidad de recarga [decea3]+2%[-]\n[decea3]Desbloquea la fabricación de munición de punta hueca de 5,56 mm[-]"
actionPerkAssaultRifles2,"Daño, puntería, desmembramiento [decea3]+10%[-]\nDisparo en la cabeza: [decea3]+20%[-]\nVelocidad de recarga [decea3]+4%[-]\n[decea3]Desbloquea la fabricación de munición perforante de 5,56 mm[-]"
actionPerkAssaultRifles3,"Daño, puntería, desmembramiento [decea3]+15%[-]\nDisparo en la cabeza: [decea3]+30%[-]\nVelocidad de recarga [decea3]+6%[-]"
actionPerkAssaultRifles4,"Daño, puntería, desmembramiento [decea3]+20%[-]\nDisparo en la cabeza: [decea3]+40%[-]\nVelocidad de recarga [decea3]+8%[-]"
actionPerkAssaultRifles5,"Daño, puntería, desmembramiento [decea3]+25%[-]\nDisparo en la cabeza: [decea3]+50%[-]\nVelocidad de recarga [decea3]+10%[-]"
actionPerkClubs,"Garrotes"
actionPerkClubs1,"Daño, desmembramiento [decea3]+5%[-]\nDisparo en la cabeza: [decea3]+10%[-]\nDaño extra a objetivos aturdidos [decea3]+10%[-]"
actionPerkClubs2,"Daño, desmembramiento [decea3]+10%[-]\nDisparo en la cabeza: [decea3]+20%[-]\nDaño extra a objetivos aturdidos [decea3]+20%[-]"
actionPerkClubs3,"Daño, desmembramiento [decea3]+15%[-]\nDisparo en la cabeza: [decea3]+30%[-]\nDaño extra a objetivos aturdidos [decea3]+30%[-]"
actionPerkClubs4,"Daño, desmembramiento [decea3]+20%[-]\nDisparo en la cabeza: [decea3]+40%[-]\nDaño extra a objetivos aturdidos [decea3]+40%[-]"
actionPerkClubs5,"Daño, desmembramiento [decea3]+25%[-]\nDisparo en la cabeza: [decea3]+50%[-]\nDaño extra a objetivos aturdidos [decea3]+50%[-]"
actionPerkSledgehammers,"Mazos"
actionPerkSledgehammers1,"Daño, desmembramiento [decea3]+5%[-]\nDaño extra en la cabeza [decea3]+10%[-]\n"
actionPerkSledgehammers2,"Daño, desmembramiento [decea3]+10%[-]\nDaño extra en la cabeza [decea3]+20%[-]\n"
actionPerkSledgehammers3,"Daño, desmembramiento [decea3]+15%[-]\nDaño extra en la cabeza [decea3]+30%[-]\n"
actionPerkSledgehammers4,"Daño, desmembramiento [decea3]+20%[-]\nDaño extra en la cabeza [decea3]+40%[-]\n"
actionPerkSledgehammers5,"Daño, desmembramiento [decea3]+25%[-]\nDaño extra en la cabeza [decea3]+50%[-]\n"
actionPerkAxes,"Herramientas para cortar madera"
