Key,german
perkPummelPete1,"Knüppel verursachen [decea3]5%[-] mehr Schaden, [decea3]10%[-] zusätzlichen Schaden an Betäubten und kräftige Angriffe haben eine Chance von [decea3]10%[-], Gegner zurückzuschlagen"
perkPummelPete2,"Knüppel verursachen [decea3]10%[-] mehr Schaden, [decea3]20%[-] zusätzlichen Schaden an Betäubten und kräftige Angriffe haben eine Chance von [decea3]20%[-], Gegner zu Boden zu werfen"
perkPummelPete3,"Knüppel verursachen [decea3]15%[-] mehr Schaden, [decea3]30%[-] zusätzlichen Schaden an Betäubten und kräftige Angriffe haben eine [decea3]30%[-] Chance, Gegner zu Boden zu werfen. Jeder [decea3]5.[-] aufeinanderfolgende Treffer verursacht 100% zusätzlichen Schaden."
perkPummelPete4,"Knüppel verursachen [decea3]20%[-] mehr Schaden, [decea3]40%[-] zusätzlichen Schaden an Betäubten und kräftige Angriffe haben eine [decea3]40%[-] Chance, Gegner wieder zu Boden zu werfen. Jeder [decea3]4.[-] aufeinanderfolgende Treffer verursacht 100% zusätzlichen Schaden."
perkPummelPete5,"Knüppel verursachen [decea3]25%[-] mehr Schaden, [decea3]50%[-] zusätzlichen Schaden an Betäubten und kräftige Angriffe haben eine [decea3]50%[-] Chance, Gegner wieder zu Boden zu werfen. Jeder [decea3]3.[-] aufeinanderfolgende Treffer verursacht 100% zusätzlichen Schaden."
perkSkullCrusher1,"Vorschlaghämmer verursachen [decea3]5%[-] mehr Schaden. kräftige Angriffe haben eine Chance von [decea3]10%[-], Gegner umzuwerfen."
perkSkullCrusher2,"Vorschlaghämmer verursachen [decea3]10%[-] mehr Schaden. kräftige Angriffe haben eine Chance von [decea3]20%[-], Feinde niederzuschlagen"
perkSkullCrusher3,"Vorschlaghämmer verursachen [decea3]15%[-] mehr Schaden. kräftige Angriffe haben eine Chance von [decea3]30%[-], Gegner niederzuschlagen, und eine Chance von [decea3]10%[-], Feinde in der Nähe niederzuschlagen"
perkSkullCrusher4,"Vorschlaghämmer verursachen [decea3]20%[-] mehr Schaden. kräftige Angriffe haben eine Chance von [decea3]40%[-], Gegner niederzuschlagen, und eine Chance von [decea3]20%[-], Feinde in der Nähe niederzuschlagen"
perkSkullCrusher5,"Vorschlaghämmer verursachen [decea3]25%[-] mehr Schaden. kräftige Angriffe haben eine Chance von [decea3]50%[-], Feinde niederzuschlagen, und eine Chance von [decea3]30%[-], Feinde in der Nähe niederzuschlagen"
perkMiner69r1,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge verursachen [decea3]10%[-] mehr Schaden"
perkMiner69r2,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge verursachen [decea3]20%[-] mehr Schaden"
perkMiner69r3,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge verursachen [decea3]30%[-] mehr Schaden"
perkMiner69r4,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge verursachen [decea3]40%[-] mehr Schaden"
perkMiner69r5,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge verursachen [decea3]50%[-] mehr Schaden"
perkMotherLode1,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge ernten [decea3]10%[-] mehr von Erzen, Stein, Geländeblöcken und Bäumen"
perkMotherLode2,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge ernten [decea3]20%[-] mehr von Erzen, Steinen, Geländeblöcken und Bäumen"
perkMotherLode3,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge ernten [decea3]30%[-] mehr von Erzen, Steinen, Geländeblöcken und Bäumen"
perkMotherLode4,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge ernten [decea3]40%[-] mehr von Erzen, Steinen, Geländeblöcken und Bäumen"
perkMotherLode5,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge ernten [decea3]50%[-] mehr von Erzen, Stein, Geländeblöcken und Bäumen"
perkPackMule1,"Erhöht deine Belastbarkeit um [decea3]20[-]"
perkPackMule2,"Erhöht deine Belastbarkeit um [decea3]40[-]"
perkPackMule3,"Erhöht deine Belastbarkeit um [decea3]60[-]"
perkPackMule4,"Erhöht deine Belastbarkeit um [decea3]80[-]"
perkPackMule5,"Erhöht deine Belastbarkeit um [decea3]100[-]"
actionPerkStrength,"Gewichtheben"
actionPerkStrength1,"Erhöht deine Belastbarkeit um [decea3]20[-]"
actionPerkStrength2,"Erhöht deine Belastbarkeit um [decea3]40[-]"
actionPerkStrength3,"Erhöht deine Belastbarkeit um [decea3]60[-]"
actionPerkStrength4,"Erhöht deine Belastbarkeit um [decea3]80[-]"
actionPerkStrength5,"Erhöht deine Belastbarkeit um [decea3]100[-]"
actionPerkAssaultRifles,"Maschinengewehre"
actionPerkAssaultRifles1,"Schaden, Zielgenauigkeit, Verstümmeln [decea3]+5%[-]\nKopfschuss-Schaden [decea3]+10%[-]\nNachladegeschwindigkeit [decea3]+2%[-]\n[decea3]Schaltet das Herstellen von 5.56mm Hohlspitzmunition frei[-]"
actionPerkAssaultRifles2,"Schaden, Zielgenauigkeit, Verstümmeln [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+20%[-]\nNachladegeschwindigkeit [decea3]+4%[-]\n[decea3]Schaltet das Herstellen von 7.62mm Hohlspitzmunition frei[-]"
actionPerkAssaultRifles3,"Schaden, Zielgenauigkeit, Verstümmeln [decea3]+15%[-]\nKopfschuss-Schaden [decea3]+30%[-]\nNachladegeschwindigkeit [decea3]+6%[-]\n[decea3]Schaltet das Herstellen von 5.56mm panzerbrechender Munition frei[-]"
actionPerkAssaultRifles4,"Schaden, Zielgenauigkeit, Verstümmeln [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+40%[-]\nNachladegeschwindigkeit [decea3]+8%[-]\n[decea3]Schaltet das Herstellen von 7.62mm panzerbrechender Munition frei[-]"
actionPerkAssaultRifles5,"Schaden, Zielgenauigkeit, Verstümmeln [decea3]+25%[-]\nKopfschuss-Schaden [decea3]+50%[-]\nNachladegeschwindigkeit [decea3]+10%[-]"
actionPerkClubs,"Knüppel"
actionPerkClubs1,"Schaden, Verstümmelung [decea3]+5%[-]\nKopfschuss-Schaden [decea3]+10%[-]\nZusätzlicher Schaden an betäubten Zielen [decea3]+10%[-]"
actionPerkClubs2,"Schaden, Verstümmelung [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+20%[-]\nZusätzlicher Schaden an betäubten Zielen [decea3]+20%[-]"
actionPerkClubs3,"Schaden, Verstümmelung [decea3]+15%[-]\nKopfschuss-Schaden [decea3]+30%[-]\nZusätzlicher Schaden an betäubten Zielen [decea3]+30%[-]"
actionPerkClubs4,"Schaden, Verstümmelung [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+40%[-]\nZusätzlicher Schaden an betäubten Zielen [decea3]+40%[-]"
actionPerkClubs5,"Schaden, Verstümmelung [decea3]+25%[-]\nKopfschuss-Schaden [decea3]+50%[-]\nZusätzlicher Schaden an betäubten Zielen [decea3]+50%[-]"
actionPerkSledgehammers,"Vorschlaghämmer"
actionPerkSledgehammers1,"Schaden, Verstümmelung [decea3]+5%[-]\nKopfschuss-Schaden [decea3]+10%[-]\n"
actionPerkSledgehammers2,"Schaden, Verstümmelung [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+20%[-]\n"
actionPerkSledgehammers3,"Schaden, Verstümmelung [decea3]+15%[-]\nKopfschuss-Schaden [decea3]+30%[-]\n"
actionPerkSledgehammers4,"Schaden, Verstümmelung [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+40%[-]\n"
actionPerkSledgehammers5,"Schaden, Verstümmelung [decea3]+25%[-]\nKopfschuss-Schaden [decea3]+50%[-]\n"
actionPerkAxes,"Holzfäller-Werkzeuge"
actionPerkAxes1,"Schaden [decea3]+10%[-]\nErnteeffizient [decea3]+10%[-]"
actionPerkAxes2,"Schaden [decea3]+20%[-]\nErnteeffizienz [decea3]+20%[-]"
actionPerkAxes3,"Schaden [decea3]+30%[-]\nErnteeffizienz [decea3]+30%[-]"
actionPerkAxes4,"Schaden [decea3]+40%[-]\nErnteeffizienz [decea3]+40%[-]"
actionPerkAxes5,"Schaden [decea3]+50%[-]\nErnteeffizient [decea3]+50%[-]"
actionPerkShovels,"Grabe-Werkzeuge"
actionPerkShovels1,"Schaden [decea3]+10%[-]\nErnteeffizient [decea3]+10%[-]"
actionPerkShovels2,"Schaden [decea3]+20%[-]\nErnteeffizienz [decea3]+20%[-]"
actionPerkShovels3,"Schaden [decea3]+30%[-]\nErnteeffizienz [decea3]+30%[-]"
actionPerkShovels4,"Schaden [decea3]+40%[-]\nErnteeffizienz [decea3]+40%[-]"
actionPerkShovels5,"Schaden [decea3]+50%[-]\nErnteeffizient [decea3]+50%[-]"
actionPerkMining,"Bergbau-Werkzeuge"
actionPerkMiningDesc,"Du wirst geschickter im Umgang mit Bergbauwerkzeugen wie Spitzhacken. Benutze Bergbauwerkzeuge, um diese Fertigkeit zu verbessern."
actionPerkMiningEffect,"[decea3]+0.5%[-] Blockschaden, [decea3]+0.2%[-] Angriffsgeschwindigkeit, [decea3]-0.2%[-] Ausdauerverbrauch."
actionPerkMining1,"Schaden [decea3]+10%[-]\nErnteeffizienz [decea3]+10%[-]"
actionPerkMining2,"Schaden [decea3]+20%[-]\nErnteeffizienz [decea3]+20%[-]"
actionPerkMining3,"Schaden [decea3]+30%[-]\nErnteeffizienz [decea3]+30%[-]"
actionPerkMining4,"Schaden [decea3]+40%[-]\nErnteeffizienz [decea3]+40%[-]"
actionPerkMining5,"Schaden [decea3]+50%[-]\nErnteeffizient [decea3]+50%[-]"
attFortitudeName,"Standhaftigkeit"
attFortitudeDesc,"Meistere [decea3]Tapferkeit[-]-Fertigkeiten schneller, verbessert Kopfschuss-Schaden und Chance zu Verstümmeln für: [decea3]Schrotflinten[-], [decea3]Unbewaffneter Kampf[-] und [decea3]Faustwaffen[-]"
attFortitudeDesc01,"Fertigkeits-EXP [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+4%[-]\nChance zu Verstümmeln [decea3]+1,5%[-]"
attFortitudeDesc02,"Fertigkeits-EXP [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+8%[-]\nChance zu Verstümmeln [decea3]+3%[-]"
attFortitudeDesc03,"Fertigkeits-EXP [decea3]+30%[-]\nKopfschuss-Schaden [decea3]+12%[-]\nChance zu Verstümmeln [decea3]+4,5%[-]"
attFortitudeDesc04,"Fertigkeits-EXP [decea3]+40%[-]\nKopfschuss-Schaden [decea3]+16%[-]\nChance zu Verstümmeln [decea3]+6%[-]"
attFortitudeDesc05,"Fertigkeits-EXP [decea3]+50%[-]\nKopfschuss-Schaden [decea3]+20%[-]\nChance zu Verstümmeln [decea3]+7,5%[-]"
attFortitudeDesc06,"Fertigkeits-EXP [decea3]+60%[-]\nKopfschuss-Schaden [decea3]+24%[-]\nChance zu Verstümmeln [decea3]+9%[-]"
attFortitudeDesc07,"Fertigkeits-EXP [decea3]+70%[-]\nKopfschuss-Schaden [decea3]+28%[-]\nChance zu Verstümmeln [decea3]+10,5%[-]"
attFortitudeDesc08,"Fertigkeits-EXP [decea3]+80%[-]\nKopfschuss-Schaden [decea3]+32%[-]\nChance zu Verstümmeln [decea3]+12%[-]"
attFortitudeDesc09,"Fertigkeits-EXP [decea3]+90%[-]\nKopfschuss-Schaden [decea3]+36%[-]\nChance zu Verstümmeln [decea3]+13,5%[-]"
attFortitudeDesc10,"Fertigkeits-EXP [decea3]+100%[-]\nKopfschuss-Schaden [decea3]+40%[-]\nChance zu Verstümmeln [decea3]+15%[-]"
skillFortitudeSurvivalName,"Überleben"
skillFortitudeRecoveryName,"Erholung"
perkBoomstick1,"Schrotflinten haben [decea3]5%[-] mehr Schaden, höhere Feuerrate und schnellere Nachladegeschwindigkeit."
perkBoomstick2,"Schrotflinten haben [decea3]10%[-] mehr Schaden, höhere Feuerrate und schnellere Nachladegeschwindigkeit. Betäubt Gegner für [decea3]4[-] Sekunden"
perkBoomstick3,"Schrotflinten haben [decea3]15%[-] mehr Schaden, höhere Feuerrate und schnellere Nachladegeschwindigkeit. Betäubt Feinde für [decea3]6[-] Sekunden"
perkBoomstick4,"Schrotflinten haben [decea3]20%[-] mehr Schaden, höhere Feuerrate und schnellere Nachladegeschwindigkeit. Betäubt Feinde für [decea3]8[-] Sekunden"
perkBoomstick5,"Schrotflinten haben [decea3]25%[-] mehr Schaden, höhere Feuerrate und schnellere Nachladegeschwindigkeit. Betäubt Feinde für [decea3]8[-] Sekunden. [decea3]Beinschüsse verkrüppeln Gegner[-]"
perkBrawler1,"Verursacht [decea3]5%[-] mehr Schaden mit Fäusten und Faustwaffen, Schläge gegen den Kopf negieren die Infektionsfähigkeit des Gegners."
perkBrawler2,"Verursacht [decea3]10%[-] mehr Schaden mit Fäusten und Faustwaffen. Kräftige Angriffe haben eine Chance von [decea3]30%[-], Gegner zu betäuben"
perkBrawler3,"Verursache [decea3]15%[-] mehr Schaden mit Fäusten und Faustwaffen. Kräftige Angriffe gegen den Kopf haben eine Chance von [decea3]20%[-], den Gegner niederzuschlagen"
perkBrawler4,"Verursacht [decea3]20%[-] mehr Schaden mit Fäusten und Faustwaffen. Kräftige Angriffe gegen den Kopf haben eine Chance von [decea3]20%[-], den Gegner niederzuschlagen"
perkBrawler5,"Verursache [decea3]25%[-] mehr Schaden mit Fäusten und Faustwaffen. [decea3]20%[-] höhere Chance, Gegner mit Schlägen zu enthaupten"
perkWellInsulated1,"Erhalte [decea3]+5[-] Hitze- und Kältewiderstand, verliere [decea3]15%[-] weniger Nahrung und Wasser bei Kälte oder Überhitzung"
perkWellInsulated2,"Erhalte [decea3]+10[-] Hitze- und Kältewiderstand, verliere [decea3]30%[-] weniger Nahrung und Wasser bei Kälte oder Überhitzung"
perkWellInsulated3,"Erhalte [decea3]+15[-] Hitze- und Kältewiderstand, immun gegen schwere Temperatureffekte"
perkPainTolerance1,"Verringere den HP-Verlust um [decea3]4%[-] und erhalte [decea3]10%[-] Betäubungs-Widerstand"
perkPainTolerance2,"Verringert den HP-Verlust um [decea3]8%[-] und erhalte [decea3]20%[-] Betäubungs-Widerstand"
perkPainTolerance3,"Verringert den HP-Verlust um [decea3]12%[-] und erhalte [decea3]30%[-] Betäubungs-Widerstand"
perkPainTolerance4,"Verringert den HP-Verlust um [decea3]16%[-] und erhalte [decea3]40%[-] Betäubungs-Widerstand"
perkPainTolerance5,"Verringert den HP-Verlust um [decea3]20%[-] und erhalte [decea3]50%[-] Betäubungs-Widerstand"
perkPhysicianName,"Feldsanitäter"
perkPhysician1,"Medizinische Heilgegenstände stellen im Laufe der Zeit [decea3]10%[-] mehr HP wieder her und geben [decea3]40%[-] mehr XP, wenn sie benutzt werden"
perkPhysician2,"Medizinische Heilgegenstände stellen im Laufe der Zeit [decea3]20%[-] mehr HP wieder her und geben [decea3]60%[-] mehr XP, wenn sie benutzt werden"
perkPhysician3,"Medizinische Heilgegenstände stellen im Laufe der Zeit [decea3]30%[-] mehr HP wieder her und geben [decea3]80%[-] mehr XP, wenn sie benutzt werden"
perkPhysician4,"Medizinische Heilgegenstände stellen im Laufe der Zeit [decea3]50%[-] mehr HP wieder her und geben [decea3]100%[-] mehr XP, wenn sie benutzt werden"
actionPerkShotguns,"Schrotflinten"
actionPerkShotgunsDesc,"Verbessert [decea3]Schrotflinte[-] Feuerrate, Nachladegeschwindigkeit, Schaden und Zielgenauigkeit um bis zu [decea3]25%[-]. Benutze Schrotflinten, um diese Fertigkeit zu verbessern."
actionPerkShotgunsEffect,"Verbessert [decea3]Schrotflinte[-] Feuerrate, Nachladegeschwindigkeit, Schaden und Zielgenauigkeit \num [decea3]0,25%[-]."
actionPerkShotguns1,"Schaden, Feuerrate, Verstümmelung [decea3]+5%[-]\nKopfschuss-Schaden [decea3]+10%[-]\nNachladegeschwindigkeit [decea3]+2%[-]"
actionPerkShotguns2,"Schaden, Feuerrate, Verstümmelung [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+20%[-]\nNachladegeschwindigkeit [decea3]+4%[-]"
actionPerkShotguns3,"Schaden, Feuerrate, Verstümmelung [decea3]+15%[-]\nKopfschuss-Schaden [decea3]+30%[-]\nNachladegeschwindigkeit [decea3]+6%[-]"
actionPerkShotguns4,"Schaden, Feuerrate, Verstümmelung [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+40%[-]\nNachladegeschwindigkeit [decea3]+8%[-]"
actionPerkShotguns5,"Schaden, Feuerrate, Verstümmelung [decea3]+25%[-]\nKopfschuss-Schaden [decea3]+50%[-]\nNachladegeschwindigkeit [decea3]+10%[-]"
actionPerkBrawler,"Schläger"
actionPerkBrawler1,"Schaden, Verstümmelung [decea3]+5%[-]\nKopfschuss-Schaden [decea3]+10%[-]"
actionPerkBrawler2,"Schaden, Verstümmelung [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+20%[-]"
actionPerkBrawler3,"Schaden, Verstümmelung [decea3]+15%[-]\nKopfschuss-Schaden [decea3]+30%[-]"
actionPerkBrawler4,"Schaden, Verstümmelung [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+40%[-]"
actionPerkBrawler5,"Schaden, Verstümmelung [decea3]+25%[-]\nKopfschuss-Schaden [decea3]+50%[-]"
actionPerkResistHeat,"Hitze-Widerstand"
actionPerkResistHeat1,"Hitze-Widerstand [decea3]+5[-]"
actionPerkResistHeat2,"Hitze-Widerstand [decea3]+10[-]"
actionPerkResistHeat3,"Hitze-Widerstand [decea3]+15[-]"
actionPerkResistHeat4,"Hitze-Widerstand [decea3]+20[-]"
actionPerkResistHeat5,"Hitze-Widerstand [decea3]+25[-]"
actionPerkResistCold,"Kälte-Widerstand"
actionPerkResistCold1,"Kälte-Widerstand [decea3]+5[-]"
actionPerkResistCold2,"Kälte-Widerstand [decea3]+10[-]"
actionPerkResistCold3,"Kälte-Widerstand [decea3]+15[-]"
actionPerkResistCold4,"Kälte-Widerstand [decea3]+20[-]"
actionPerkResistCold5,"Kälte-Widerstand [decea3]+25[-]"
actionPerkResistPain,"Schmerz-Resistenz"
actionPerkResistPain1,"Lebenspunkteverlust [decea3]-4%[-]\nBetäubungs-Widerstand [decea3]+10%[-]"
actionPerkResistPain2,"Lebenspunkteverlust [decea3]-8%[-]\nBetäubungs-Widerstand [decea3]+20%[-]"
actionPerkResistPain3,"Lebenspunkteverlust [decea3]-12%[-]\nBetäubungs-Widerstand [decea3]+30%[-]"
actionPerkResistPain4,"Lebenspunkteverlust [decea3]-16%[-]\nBetäubungs-Widerstand [decea3]+40%[-]"
actionPerkResistPain5,"Lebenspunktverlust [decea3]-20%[-]\nBetäubungs-Widerstand [decea3]+50%[-]"
actionPerkHealing,"Heilung"
actionPerkHealingDesc,"Erhöht die maximale Gesundheit auf bis zu [decea3]50[-]. Verwende Heilgegenstände oder Drogen, um diese Fertigkeit zu verbessern."
actionPerkHealingEffect,"Erhöht die maximale Gesundheit um [decea3]0,5[-]."
actionPerkHealing1,"Effektivität medizinischer Gegenstände [decea3]+10%[-]"
actionPerkHealing2,"Effektivität medizinischer Gegenstände [decea3]+20%[-]"
actionPerkHealing3,"Effektivität medizinischer Gegenstände [decea3]+30%[-]"
actionPerkHealing4,"Effektivität medizinischer Gegenstände [decea3]+40%[-]"
actionPerkHealing5,"Effektivität medizinischer Gegenstände [decea3]+50%[-]"
attAgilityName,"Beweglichkeit"
attAgilityDesc,"Meistere [decea3]Beweglichkeits[-]-Fertigkeiten schneller, verbessert Kopfschuss-Schaden und Chance zu Verstümmeln für: [decea3]Handfeuerwaffen[-], [decea3]Schwerter[-], [decea3]Messer[-] und [decea3]Äxte[-]"
attAgility01,"Fertigkeits-EXP [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+4%[-]\nChance zu Verstümmeln [decea3]+1,5%[-]"
attAgility02,"Fertigkeits-EXP [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+8%[-]\nChance zu Verstümmeln [decea3]+3%[-]"
attAgility03,"Fertigkeits-EXP [decea3]+30%[-]\nKopfschuss-Schaden [decea3]+12%[-]\nChance zu Verstümmeln [decea3]+4,5%[-]"
attAgility04,"Fertigkeits-EXP [decea3]+40%[-]\nKopfschuss-Schaden [decea3]+16%[-]\nChance zu Verstümmeln [decea3]+6%[-]"
attAgility05,"Fertigkeits-EXP [decea3]+50%[-]\nKopfschuss-Schaden [decea3]+20%[-]\nChance zu Verstümmeln [decea3]+7,5%[-]"
attAgility06,"Fertigkeits-EXP [decea3]+60%[-]\nKopfschuss-Schaden [decea3]+24%[-]\nChance zu Verstümmeln [decea3]+9%[-]"
attAgility07,"Fertigkeits-EXP [decea3]+70%[-]\nKopfschuss-Schaden [decea3]+28%[-]\nChance zu Verstümmeln [decea3]+10,5%[-]"
attAgility08,"Fertigkeits-EXP [decea3]+80%[-]\nKopfschuss-Schaden [decea3]+32%[-]\nChance zu Verstümmeln [decea3]+12%[-]"
attAgility09,"Fertigkeits-EXP [decea3]+90%[-]\nKopfschuss-Schaden [decea3]+36%[-]\nChance zu Verstümmeln [decea3]+13,5%[-]"
attAgility10,"Fertigkeits-EXP [decea3]+100%[-]\nKopfschuss-Schaden [decea3]+40%[-]\nChance zu Verstümmeln [decea3]+15%[-]"
perkGunslinger1,"Handfeuerwaffen haben [decea3]5%[-] mehr Schaden, [decea3]5%[-] schnellere Feuerrate und [decea3]10%[-] schnelleres Nachladen"
perkGunslinger2,"Handfeuerwaffen haben [decea3]10%[-] mehr Schaden, [decea3]10%[-] schnellere Feuerrate, und [decea3]15%[-] schnelleres Nachladen"
perkGunslinger3,"Handfeuerwaffen haben [decea3]15%[-] mehr Schaden, [decea3]15%[-] schnellere Feuerrate und [decea3]20%[-] schnelleres Nachladen. Kritischer Schaden: Bei [decea3]5[-] aufeinanderfolgenden Treffern in kurzer Zeit verursacht der letzte Schuss [decea3]100%[-] zusätzlichen Schaden."
perkGunslinger4,"Handfeuerwaffen haben [decea3]20%[-] mehr Schaden, [decea3]20%[-] schnellere Feuerrate und [decea3]25%[-] schnelleres Nachladen. Kritischer Schaden: Bei [decea3]4[-] aufeinanderfolgenden Treffern in kurzer Zeit verursacht der letzte Schuss [decea3]100%[-] zusätzlichen Schaden."
perkGunslinger5,"Handfeuerwaffen haben [decea3]25%[-] mehr Schaden, [decea3]25%[-] schnellere Feuerrate und [decea3]30%[-] schnelleres Nachladen. Kritischer Schaden: Bei [decea3]3[-] aufeinanderfolgenden Treffern in kurzer Zeit verursacht der letzte Schuss [decea3]100%[-] zusätzlichen Schaden."
perkDeepCuts1,"Klingen verursachen [decea3]5%[-] mehr Schaden und können Gegner bis zu [decea3]3[-] blutende Wunden zufügen, kräftige Angriffe verursachen [decea3]2[-]. Jeder Angriff frischt die Blutungsdauer auf. Blutende Feinde laufen [decea3]10%[-] langsamer."
perkDeepCuts2,"Klingen verursachen [decea3]10%[-] mehr Schaden und können Gegner bis zu [decea3]4[-] blutende Wunden zufügen, kräftige Angriffe verursachen [decea3]3[-]."
perkDeepCuts3,"Klingen verursachen [decea3]15%[-] mehr Schaden und können Gegner bis zu [decea3]5[-] blutende Wunden zufügen, kräftige Angriffe verursachen [decea3]4[-]. Streiftreffer haben eine Chance von [decea3]40%[-], [decea3]1[-] blutende Wunde zu verursachen. Blutende Feinde laufen [decea3]15%[-] langsamer."
perkDeepCuts4,"Klingen verursachen [decea3]20%[-] mehr Schaden und können Gegner bis zu [decea3]6[-] blutende Wunden zufügen, kräftige Angriffe verursachen [decea3]4[-]. Streiftreffer haben eine Chance von [decea3]70%[-], [decea3]1[-] blutende Wunde zu verursachen."
perkDeepCuts5,"Klingen verursachen [decea3]25%[-] mehr Schaden und können Gegner bis zu [decea3]7[-] blutende Wunden zufügen, kräftige Angriffe verursachen [decea3]5[-]. Alle Streiftreffer verursachen [decea3]1[-] Blutende Wunde. Blutende Gegner laufen [decea3]20%[-] langsamer."
perkRuleOneCardioName,"Kardio"
